"X0";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"X11"
5.3529294141171768e-01;6.7806438712257544e-01;1.5726854629074186e-01;1.4917016596680663e-01;1.5916816636672665e-01;8.4133173365326930e-01;1.5826834633073383e-01;9.0011997600479898e-01;8.0723855228954211e-01;1.5906818636272746e-01;9.7170565886822635e-01;7.3045390921815634e-01
2.2945410917816436e-01;8.5532893421315737e-01;2.2885422915416917e-01;2.4265146970605878e-01;2.4165166966606677e-01;7.4635072985402917e-01;2.5314937012597477e-01;6.7626474705058981e-01;7.8684263147370526e-01;2.4235152969406118e-01;1.0597880423915217e-01;3.6392721455708854e-01
9.0971805638872227e-01;7.2995400919816034e-01;3.3793241351729654e-02;3.1493701259748048e-02;3.1493701259748048e-02;9.6940611877624472e-01;2.9694061187762445e-02;9.6860627874425109e-01;9.7430513897220550e-01;3.1393721255748852e-02;2.8874225154969008e-01;8.6652669466106780e-01
8.3083383323335325e-01;5.0759848030393917e-01;5.6618676264747048e-01;5.7108578284343126e-01;5.6508698260347934e-01;4.3701259748050386e-01;5.6648670265946810e-01;4.2891421715656869e-01;4.1451709658068386e-01;5.6658668266346723e-01;3.4493101379724056e-01;5.9538092381523688e-01
2.6874625074985004e-01;1.0157968406318736e-01;6.6796640671865626e-01;6.6456708658268349e-01;6.5356928614277143e-01;3.4633073385322932e-01;6.5496900619876020e-01;3.7652469506098779e-01;3.5022995400919815e-01;6.5376924615076981e-01;7.8474305138972200e-01;3.6012797440511896e-01
5.1289742051589683e-02;2.1095780843831233e-01;1.1247750449910017e-01;1.1957608478304339e-01;1.2067586482703459e-01;8.8052389522095575e-01;1.1737652469506098e-01;8.9732053589282135e-01;8.5622875424915013e-01;1.2077584483103379e-01;4.5630873825234952e-01;9.3481303739252142e-01
5.5288942211557689e-02;8.9882023595280935e-01;8.4773045390921808e-01;8.6182763447310540e-01;8.6512697460507892e-01;1.2767446510697861e-01;8.7442511497700459e-01;8.2183563287342526e-02;1.3187362527494501e-01;8.6522695460907817e-01;2.6894621075784841e-02;6.4797040591881616e-01
4.5670865826834633e-01;9.3131373725254940e-01;4.0681863627274545e-01;4.3961207758448306e-01;4.3981203759248150e-01;5.6508698260347934e-01;4.3961207758448306e-01;4.0861827634473102e-01;6.8566286742651472e-01;4.3711257748450311e-01;3.0993801239752048e-03;3.7492501499700059e-01
6.3217356528694257e-01;6.1887622475504900e-01;3.9482103579284139e-01;3.9592081583683264e-01;3.8892221555688861e-01;6.1867626474705062e-01;3.7822435512897418e-01;6.2637472505498892e-01;6.1527694461107774e-01;3.8772245550889822e-01;3.5532893421315737e-01;8.8362327534493101e-01
8.0233953209358122e-01;6.9576084783043390e-01;2.4705058988202358e-01;2.3385322935412917e-01;2.4705058988202358e-01;7.5034993001399719e-01;2.4415116976604678e-01;7.4035192961407714e-01;7.9094181163767241e-01;2.4665066986602679e-01;5.3429314137172568e-01;2.4715056988602280e-01
1.3367326534693061e-01;8.5922815436912614e-01;2.0595880823835233e-02;2.0395920815836834e-02;2.0495900819836033e-02;9.7980403919216152e-01;1.9796040791841631e-02;9.7310537892421511e-01;9.8840231953609270e-01;2.0795840831833633e-02;4.9830033993201356e-01;1.7166566686662668e-01
4.3161367726454708e-01;7.1385722855428907e-02;7.2815436912617471e-01;7.1595680863827227e-01;7.2185562887422516e-01;2.7644471105778845e-01;7.3245350929814035e-01;2.6284743051389720e-01;2.3365326934613076e-01;7.1985602879424115e-01;6.1587682463507293e-02;9.4611077784443109e-01
7.3855228954209151e-01;4.3351329734053190e-01;3.6352729454109178e-01;3.6932613477304538e-01;3.6292741451709659e-01;6.3277344531093782e-01;3.7392521495700859e-01;6.3437312537492496e-01;6.3547290541891621e-01;3.6122775444911015e-01;5.5028994201159764e-01;4.1871625674865026e-01
3.8832233553289341e-01;9.2871425714857025e-01;5.0159968006398714e-01;5.3009398120375928e-01;5.3939212157568484e-01;4.5260947810437913e-01;5.5088982203559289e-01;3.7162567486502696e-01;4.4931013797240549e-01;5.4249150169966009e-01;7.7884423115376925e-02;2.9904019196160769e-01
8.9272145570885819e-01;1.3367326534693061e-01;5.7968406318736254e-01;5.8148370325934806e-01;5.7638472305538890e-01;4.2431513697260548e-01;5.7498500299940014e-01;4.0771845630873826e-01;3.8832233553289341e-01;5.7628474305138966e-01;2.8044391121775641e-01;5.6028794241151769e-01
8.5922815436912614e-01;3.7382523495300940e-01;8.2303539292141570e-01;8.3673265346930614e-01;8.3493301339732051e-01;1.6296740651869626e-01;8.4193161367726455e-01;1.6656668666266747e-01;1.7676464707058587e-01;8.3873225354929015e-01;4.7970405918816234e-01;6.0457908418316331e-01
4.7580483903219356e-01;4.1531693661267743e-01;4.4961007798440311e-01;4.7540491901619675e-01;4.8170365926814634e-01;5.0409918016396715e-01;4.9020195960807839e-01;5.0439912017596478e-01;5.8648270345930809e-01;4.8280343931213754e-01;6.9716056788642267e-01;2.2215556888622276e-01
1.5836832633473305e-01;8.9642071585682859e-01;9.2751449710057987e-01;9.3511297740451904e-01;9.3781243751249743e-01;5.6488702259548086e-02;9.4201159768046383e-01;6.4187162567486494e-02;1.0207958408318336e-01;9.3791241751649668e-01;5.1579684063187359e-01;4.9650069986002798e-01
6.6386722655468899e-01;4.6870625874825034e-01;8.8682263547290541e-01;8.7832433513297337e-01;8.7522495500899822e-01;1.2817436512697461e-01;8.7302539492101572e-01;9.5380923815236954e-02;1.1657668466306738e-01;8.7512497500499897e-01;1.4037192561487702e-01;4.4501099780043990e-01
3.2833433313337329e-01;8.5002999400119972e-01;6.7056588682263540e-01;6.7156568686262741e-01;6.6406718656268748e-01;3.4183163367326536e-01;6.5976804639072184e-01;4.0091981603679261e-01;3.5322935412917417e-01;6.6216756648670261e-01;4.7540491901619675e-01;9.7750449910017989e-01
9.0191961607678461e-01;5.9158168366326735e-01;7.2905418916216758e-01;7.4445110977804441e-01;7.5334933013397321e-01;2.4815036992601477e-01;7.5204959008198358e-01;2.2565486902619475e-01;2.0345930813837232e-01;7.5484903019396121e-01;4.9110177964407115e-01;1.2957408518296340e-01
5.4499100179964000e-01;9.3781243751249743e-01;9.7050589882023597e-01;9.7150569886022786e-01;9.6980603879224148e-01;3.1193761247750449e-02;9.6960607878424310e-01;2.9294141171765646e-02;3.7192561487702461e-02;9.6990601879624072e-01;6.2847430513897218e-01;2.1995600879824034e-01
8.4233153369326130e-01;1.0567886422715457e-01;5.8788242351529696e-01;6.0387922415516893e-01;6.0427914417116579e-01;3.8952209558088380e-01;6.0367926414717055e-01;3.3783243351329734e-01;3.2693461307738453e-01;6.0497900419916018e-01;3.4373125374925012e-01;1.6956608678264345e-01
4.0911817636472703e-01;3.2973405318936211e-01;4.3571285742851429e-01;4.1071785642871422e-01;4.0371925614877024e-01;6.0377924415116979e-01;3.9712057588482302e-01;7.3785242951409713e-01;6.6606678664267149e-01;4.0391921615676862e-01;9.9260147970405910e-01;5.0039992001599676e-01
8.8162367526494700e-01;9.3781243751249743e-02;9.7680463907218559e-02;1.0877824435112977e-01;1.0867826434713057e-01;8.8662267546490703e-01;1.1467706458708257e-01;8.9292141571685657e-01;8.0233953209358122e-01;1.0687862427514497e-01;6.2727454509098179e-01;7.4065186962607477e-01
7.2015596880623878e-01;7.6644671065786840e-01;1.3177364527094582e-01;1.3987202559488102e-01;1.4497100579884023e-01;8.5712857428514289e-01;1.4107178564287143e-01;8.1133773245350926e-01;9.1831633673265345e-01;1.4517096580683864e-01;3.1813637272545492e-01;1.6166766646670666e-01
8.3063387322535487e-01;4.0181963607278542e-01;4.6360727854429112e-01;4.2881423715256944e-01;4.2191561687662466e-01;5.6938612277544487e-01;4.2271545690861828e-01;6.4277144571085776e-01;5.4029194161167760e-01;4.2321535692861428e-01;8.1863627274545092e-01;7.7204559088182356e-01
2.4725054989002199e-01;7.3225354929014197e-01;3.3933213357328534e-01;3.3133373325334931e-01;3.2803439312137572e-01;6.7636472705458905e-01;3.2783443311337729e-01;6.8666266746650673e-01;6.6366726654669062e-01;3.2623475304939009e-01;6.6566686662667462e-01;3.5522895420915818e-01
1.8726254749050189e-01;9.9540091981603673e-01;2.0265946810637872e-01;2.0765846830633872e-01;2.0295940811837632e-01;7.9864027194561082e-01;2.0135972805438912e-01;7.6134773045390924e-01;7.5434913017396521e-01;2.0545890821835633e-01;2.7884423115376922e-01;3.0283943211357728e-01
1.5556888622275544e-01;3.7362527494501097e-01;1.8986202759448109e-01;2.0425914817036592e-01;1.9986002799440111e-01;8.0343931213757247e-01;1.9486102779444112e-01;7.9194161167766441e-01;7.9974005198960207e-01;1.9916016796640670e-01;5.0989802039592080e-02;9.7380523895220950e-01
3.0033993201359727e-01;5.1969606078784236e-01;4.7550489902019594e-01;4.8430313937212555e-01;4.9360127974405116e-01;5.1269746050789844e-01;4.8840231953609275e-01;4.6560687862427513e-01;5.8148370325934806e-01;4.9840031993601280e-01;1.9156168766246751e-01;5.6208758248350332e-01
1.7436512697460507e-01;4.3131373725254946e-01;7.9784043191361731e-02;7.6284743051389714e-02;8.1083783243351332e-02;9.2171565686862622e-01;7.6984603079384123e-02;9.2881423715256950e-01;9.4511097780443909e-01;8.0283943211357719e-02;7.5374925014996996e-01;3.9802039592081584e-01
7.5894821035792837e-01;6.6396720655868824e-01;9.3471305738852228e-01;9.4621075784843023e-01;9.4501099780043984e-01;5.4589082183563287e-02;9.4541091781643671e-01;8.3083383323335327e-02;5.5288942211557689e-02;9.4561087782443509e-01;9.4611077784443109e-01;3.4513097380523894e-01
9.0821835632873427e-01;2.5994801039792039e-02;5.8328334333133369e-01;6.0257948410317930e-01;6.1357728454309135e-01;4.0551889622075582e-01;6.0047990401919615e-01;3.9822035592881422e-01;2.8934213157368527e-01;6.1377724455108973e-01;3.6532693461307736e-01;7.7094581083783242e-01
2.8684263147370526e-01;4.6700659868026395e-01;9.9590081983603274e-01;9.9550089982003598e-01;9.9550089982003598e-01;4.0991801639672061e-03;9.9560087982403511e-01;5.1989602079584082e-03;6.8986202759448107e-03;9.9550089982003598e-01;6.0967806438712258e-01;4.7760447910417914e-01
9.9110177964407120e-01;3.0043991201759646e-01;5.6688662267546486e-01;5.7408518296340727e-01;5.7658468306338728e-01;4.2061587682463508e-01;5.8068386322735455e-01;4.6150769846030792e-01;4.9180163967206558e-01;5.7458508298340327e-01;7.2225554889022192e-01;5.5818836232753444e-01
6.7796440711857631e-01;8.1263747250549889e-01;7.8184363127374520e-02;9.2481503699260142e-02;8.6982603479304130e-02;9.1421715656868618e-01;8.6982603479304130e-02;9.2651469706058787e-01;9.5610877824435114e-01;8.6682663467306534e-02;7.0335932813437307e-01;5.3379324135172967e-01
8.8552289542091578e-01;5.1089782043591277e-02;1.0037992401519695e-01;9.2281543691261750e-02;9.2881423715256942e-02;9.1221755648870217e-01;8.6682663467306534e-02;8.6402719456108779e-01;8.7812437512497499e-01;9.1781643671265747e-02;7.6484703059388121e-02;2.7194561087782443e-01
6.6016796640671860e-01;2.7884423115376922e-01;4.6390721855628875e-01;4.9150169966006796e-01;5.0109978004399114e-01;4.9720055988802236e-01;5.0609878024395116e-01;4.5820835832833434e-01;6.4477104579084177e-01;5.0229954009198163e-01;5.3499300139972006e-01;1.2197560487902419e-01
1.8806238752249549e-01;2.8244351129774042e-01;1.4847030593881222e-01;1.4667066586682662e-01;1.4077184563087383e-01;8.5422915416916612e-01;1.4387122575484904e-01;8.1713657268546291e-01;7.9444111177764443e-01;1.4077184563087383e-01;1.5536892621475704e-01;3.9382123575284944e-01
8.2033593281343731e-01;7.1215756848630274e-01;7.6074785042991400e-01;7.6194761047790438e-01;7.6874625074985004e-01;2.3285342931413716e-01;7.6764647070585879e-01;2.5604879024195160e-01;2.8174365126974604e-01;7.6814637072585479e-01;8.7922415516896613e-01;1.8506298740251950e-01
9.2181563687262547e-01;1.4867026594681063e-01;4.7950409918016396e-01;4.7770445910817833e-01;4.8060387922415515e-01;5.1499700059987996e-01;4.7630473905218956e-01;4.7140571885622873e-01;4.7100579884023192e-01;4.8130373925214953e-01;3.7222555488902220e-01;2.0325934813037391e-01
3.1773645270945811e-01;1.4667066586682662e-01;7.1285742851429718e-02;7.1385722855428907e-02;7.0385922815436916e-02;9.2991401719656064e-01;7.0585882823435309e-02;9.2401519696060785e-01;8.9222155568886219e-01;7.0785842831433715e-02;5.3359328134373119e-01;3.1563687262547491e-01
9.2201559688062384e-01;7.0275944811037794e-01;7.7914417116576684e-01;7.5684863027394522e-01;7.5814837032593474e-01;2.5034993001399719e-01;7.4735052989402118e-01;3.0683863227354530e-01;2.8114377124575085e-01;7.5684863027394522e-01;5.8618276344731046e-01;8.7712457508498298e-01
1.3277344531093782e-01;3.5542891421715656e-01;4.9530093981203760e-01;5.2249550089982000e-01;5.2019596080783836e-01;4.8550289942011599e-01;5.1949610077984398e-01;5.0269946010797839e-01;3.9582083583283340e-01;5.1569686062787445e-01;6.1577684463107374e-01;4.9590081983603279e-01
3.2453509298140371e-01;3.9962007598480304e-01;3.4103179364127173e-01;3.5912817436512695e-01;3.3983203359328135e-01;6.6046790641871622e-01;3.3763247350529890e-01;7.1195760847830436e-01;6.7386522695460904e-01;3.3933213357328534e-01;5.4379124175164961e-01;9.3501299740051991e-01
7.4465106978604279e-01;6.7956408718256345e-01;7.9194161167766441e-01;7.7734453109378121e-01;7.8354329134173162e-01;2.2255548890221954e-01;7.7964407118576284e-01;1.7466506698660267e-01;1.9576084783043390e-01;7.8254349130173961e-01;1.4007198560287942e-01;3.2553489302139571e-01
9.9960007998400313e-01;5.2779444111177765e-01;5.9488102379524088e-01;6.0327934413117379e-01;6.1857628474305137e-01;3.8202359528094382e-01;6.1787642471505699e-01;4.4071185762847431e-01;4.9620075984803036e-01;6.1907618476304738e-01;7.0785842831433710e-01;7.3675264947010599e-01
4.6730653869226152e-01;7.3375324935012998e-01;7.5794841031793636e-01;7.8184363127374523e-01;7.7814437112577484e-01;2.1445710857828434e-01;7.8834233153369326e-01;1.7646470705858827e-01;1.9436112777444511e-01;7.7834433113377322e-01;3.5712857428514294e-01;2.4235152969406118e-01
2.7824435112977403e-01;7.7294541091781643e-01;6.5186962607478505e-01;6.5116976604679067e-01;6.4257148570285938e-01;3.4913017396520696e-01;6.4997000599880017e-01;4.2331533693261347e-01;4.0621875624875026e-01;6.4247150569886025e-01;9.5790841831633666e-01;3.8142371525694857e-01
1.7756448710257947e-01;7.2845430913817233e-01;3.3493301339732051e-02;3.2093581283743247e-02;3.2093581283743247e-02;9.6950609878024396e-01;3.0293941211757647e-02;9.6480703859228145e-01;9.7510497900419912e-01;3.2093581283743247e-02;9.6680663867226554e-02;8.8862227554489104e-01
4.9790041991601676e-02;1.6486702659468105e-01;4.1961607678464308e-01;4.3781243751249749e-01;4.3381323735252947e-01;5.5988802239552082e-01;4.5730853829234153e-01;4.0391921615676862e-01;5.6228754249150170e-01;4.3261347730453908e-01;7.4285142971405718e-02;2.2295540891821636e-02
9.7290541891621674e-01;2.3415316936612676e-01;6.1587682463507293e-02;5.4789042191561686e-02;5.8888222355528895e-02;9.3481303739252142e-01;6.5686862627474502e-02;9.1041791641671665e-01;9.1961607678464308e-01;5.9188162367526491e-02;1.0517896420715857e-01;4.4921015796840630e-01
9.7830433913217352e-01;6.9296140771845627e-01;7.1285742851429712e-01;6.9756048790241953e-01;6.9306138772245551e-01;3.0373925214957009e-01;6.9106178764247150e-01;4.0191961607678461e-01;3.1903619276144768e-01;6.9116176764647064e-01;9.6500699860027994e-01;3.2643471305738853e-01
2.4895020995800838e-02;8.0493901219756048e-01;9.3191361727654465e-01;9.3041391721655664e-01;9.2401519696060785e-01;7.2385522895420912e-02;9.2561487702459500e-01;7.6484703059388121e-02;8.9182163567286546e-02;9.2431513697260548e-01;5.4669066186762649e-01;2.6914617076584679e-01
7.1285742851429712e-01;2.3775244951009797e-01;9.1111777644471104e-01;9.2281543691261747e-01;9.1861627674465107e-01;8.5282943411317730e-02;9.1481703659268143e-01;4.2891421715656866e-02;5.3889222155568885e-02;9.1991601679664059e-01;7.9984003199360127e-03;3.2393521295740851e-01
4.7660467906418713e-01;3.8222355528894220e-01;6.2967406518696256e-01;6.0767846430713857e-01;6.1737652469506099e-01;3.7682463507298541e-01;6.2777444511097780e-01;3.3003399320135973e-01;4.0431913617276544e-01;6.1417716456708660e-01;3.5442911417716455e-01;1.2317536492701459e-01
7.8704259148170364e-01;9.8370325934813030e-01;4.7990401919616073e-03;4.5990801839632068e-03;5.0989802039592084e-03;9.9430113977204559e-01;5.3989202159568086e-03;9.7470505898820237e-01;9.9490101979604073e-01;5.0989802039592084e-03;4.5990801839632070e-02;5.6988602279544089e-03
2.7114577084583080e-01;1.9016196760647869e-01;8.3803239352129566e-01;8.4913017396520696e-01;8.4853029394121171e-01;1.4887022595480903e-01;8.5302939412117573e-01;1.4617076584683064e-01;2.2115576884623075e-01;8.4643071385722857e-01;5.2189562087582486e-01;4.6860627874425115e-01
7.7754449110177959e-01;7.6834633073385317e-01;9.5340931813637264e-01;9.5140971805638863e-01;9.4831033793241348e-01;4.9290141971605674e-02;9.5120975804839025e-01;4.7290541891621671e-02;3.2793441311737649e-02;9.4871025794841024e-01;5.1869626074785036e-01;3.3523295340931814e-01
7.7984403119376122e-01;3.9802039592081584e-01;2.9664067186562687e-01;3.2723455308938210e-01;3.2893421315736854e-01;6.9046190761847626e-01;3.0923815236952606e-01;6.5746850629874021e-01;7.6814637072585479e-01;3.2823435312937410e-01;5.1159768046390719e-01;1.7976404719056188e-01
2.2125574885022994e-01;7.5584883023395322e-01;6.7436512697460504e-01;6.6946610677864427e-01;6.7006598680263940e-01;3.2933413317336530e-01;6.6806638672265539e-01;3.8782243551289741e-01;3.2563487302539490e-01;6.6966606678664264e-01;9.3921215756848631e-01;1.6436712657468505e-01
3.1443711257748447e-01;4.4591081783643272e-01;6.5236952609478105e-01;6.3927214557088585e-01;6.4507098580283939e-01;3.6172765446910615e-01;6.3527294541091783e-01;2.8124375124975004e-01;4.2561487702459505e-01;6.4407118576284739e-01;3.9992001599680064e-03;9.2531493701259748e-01
3.0173965206958608e-01;4.2091581683663268e-02;1.1977604479104179e-01;1.1857628474305139e-01;1.2047590481903619e-01;8.8412317536492702e-01;1.1647670465906818e-01;8.8082383523295338e-01;8.1443711257748452e-01;1.1927614477104578e-01;2.5234953009398120e-01;8.0553889222155561e-01
5.3439312137572481e-01;6.8326334733053384e-01;7.4055188962207552e-01;7.3845230953809238e-01;7.3335332933413311e-01;2.5904819036192761e-01;7.4265146970605878e-01;2.5094981003799238e-01;1.8536292741451710e-01;7.3395320935812836e-01;8.1043791241751650e-01;4.4091181763647271e-02
1.3377324535092980e-01;1.5816836632673464e-01;8.1733653269346129e-01;8.2983403319336124e-01;8.2613477304539085e-01;1.7866426714657069e-01;8.2303539292141570e-01;1.1727654469106179e-01;2.0505898820235952e-01;8.2753449310137972e-01;1.1887622475504898e-01;2.2975404919016196e-01
5.3099380123975204e-01;7.6634673065386916e-01;2.6334733053389320e-01;2.8534293141371725e-01;2.9044191161767646e-01;7.0225954809038194e-01;2.9804039192161569e-01;6.7356528694261142e-01;6.5766846630673859e-01;2.8854229154169164e-01;6.1237752449510097e-01;1.2057588482303538e-01
1.1647670465906818e-01;3.2793441311737653e-01;7.9254149170165966e-01;8.0023995200959808e-01;8.0753849230153962e-01;1.8846230753849230e-01;8.1893621275744843e-01;1.9426114777044590e-01;2.2365526894621074e-01;8.0693861227754449e-01;5.2599480103979201e-01;4.5220955808838231e-01
